date,latitude,longitude,timezone,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMinTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,offset
2008-07-17,37.869,-122.2704,America/Los_Angeles,1216278000,Partly cloudy starting in the evening.,partly-cloudy-night,1216299724,1216351844,0.48,0,0,0,70.87,1216332000,52.93,1216386000,70.87,1216332000,52.93,1216386000,51.52,0.72,1016.64,4.31,15.08,1216342800,252,0.4,10,1216324800,9.51,55.17,1216360800,70.87,1216360800,55.17,1216360800,70.87,1216332000,-7
2008-07-18,37.869,-122.2704,America/Los_Angeles,1216364400,Overcast in the morning.,cloudy,1216386169,1216438208,0.51,0,0,0,74.29,1216422000,53.55,1216472400,74.29,1216422000,53.55,1216472400,50.61,0.71,1013.27,3.64,11.51,1216429200,250,0.45,10,1216411200,9.61,52.93,1216386000,74.29,1216386000,52.93,1216386000,74.29,1216422000,-7
2008-07-19,37.869,-122.2704,America/Los_Angeles,1216450800,Mostly cloudy starting in the evening.,partly-cloudy-night,1216472615,1216524571,0.54,0,0,0,72.03,1216504800,51.65,1216558800,72.03,1216504800,51.65,1216558800,49.87,0.71,1009.87,4.2,15,1216512000,244,0.32,10,1216497600,8.74,53.55,1216472400,72.03,1216472400,53.55,1216472400,72.03,1216504800,-7
2008-07-20,37.869,-122.2704,America/Los_Angeles,1216537200,Mostly cloudy throughout the day.,partly-cloudy-day,1216559061,1216610931,0.58,0,0,0,62.17,1216591200,53.38,1216645200,62.17,1216591200,53.38,1216645200,48.77,0.78,1013.48,5.97,19.6,1216591200,244,0.72,8,1216587600,10,51.65,1216558800,62.17,1216558800,51.65,1216558800,62.17,1216591200,-7
2008-07-21,37.869,-122.2704,America/Los_Angeles,1216623600,Mostly cloudy throughout the day.,partly-cloudy-day,1216645508,1216697290,0.61,0,0.0003,0,64.02,1216681200,51.76,1216731600,64.02,1216681200,51.76,1216731600,49.56,0.77,1015.91,5.12,15.33,1216681200,253,0.74,7,1216674000,10,53.38,1216645200,64.02,1216645200,53.38,1216645200,64.02,1216681200,-7
2008-07-22,37.869,-122.2704,America/Los_Angeles,1216710000,Overcast in the morning.,cloudy,1216731956,1216783648,0.64,0,0,0,80.38,1216771200,56.89,1216821600,80.38,1216771200,56.89,1216821600,50.21,0.67,1013.84,2.7,10.18,1216717200,255,0.46,10,1216756800,9.95,51.76,1216731600,80.38,1216731600,51.76,1216731600,80.38,1216771200,-7
2008-07-23,37.869,-122.2704,America/Los_Angeles,1216796400,Clear throughout the day.,clear-day,1216818404,1216870003,0.68,0,0,0,81.01,1216850400,53.21,1216904400,81.01,1216850400,53.21,1216904400,49.4,0.58,1012.98,3.53,13.24,1216857600,249,0.01,10,1216843200,9.43,56.89,1216821600,81.01,1216821600,56.89,1216821600,81.01,1216850400,-7
2008-07-24,37.869,-122.2704,America/Los_Angeles,1216882800,Clear throughout the day.,clear-day,1216904853,1216956357,0.72,0,0,0,75.99,1216944000,54.52,1216990800,75.99,1216944000,54.52,1216990800,49.4,0.63,1012.8,3.79,13.04,1216954800,245,0.03,10,1216929600,8.95,53.21,1216904400,75.99,1216904400,53.21,1216904400,75.99,1216944000,-7
2008-07-25,37.869,-122.2704,America/Los_Angeles,1216969200,Clear throughout the day.,clear-day,1216991302,1217042710,0.75,0,0,0,82.76,1217030400,57.68,1217077200,82.76,1217030400,57.68,1217077200,48.7,0.56,1013.08,3.31,13.41,1217030400,252,0.01,10,1217016000,9.32,54.52,1216990800,82.76,1216990800,54.52,1216990800,82.76,1217030400,-7
2008-07-26,37.869,-122.2704,America/Los_Angeles,1217055600,Partly cloudy in the evening.,partly-cloudy-night,1217077752,1217129061,0.79,0,0,0,86.61,1217106000,55.89,1217167200,86.61,1217106000,55.89,1217167200,48.99,0.5,1013.27,3.88,15.74,1217113200,259,0.05,10,1217102400,10,57.68,1217077200,86.61,1217077200,57.68,1217077200,86.61,1217106000,-7
2008-07-27,37.869,-122.2704,America/Los_Angeles,1217142000,Partly cloudy throughout the day.,partly-cloudy-day,1217164202,1217215410,0.83,0,0,0,68.1,1217196000,54.57,1217250000,68.1,1217196000,54.57,1217250000,52.85,0.77,1014.9,5.16,17.3,1217206800,241,0.49,9,1217188800,10,55.86,1217224800,68.1,1217224800,55.86,1217224800,68.1,1217196000,-7
2008-07-28,37.869,-122.2704,America/Los_Angeles,1217228400,Mostly cloudy throughout the day.,partly-cloudy-day,1217250652,1217301758,0.87,0,0.0003,0,67.63,1217286000,54.74,1217336400,67.63,1217286000,54.74,1217336400,51.49,0.77,1016.23,5.24,17.01,1217307600,243,0.67,8,1217275200,10,54.57,1217250000,67.63,1217250000,54.57,1217250000,67.63,1217286000,-7
2008-07-29,37.869,-122.2704,America/Los_Angeles,1217314800,Partly cloudy starting in the evening.,partly-cloudy-night,1217337103,1217388105,0.9,0,0,0,70.97,1217368800,56.38,1217426400,70.97,1217368800,56.38,1217426400,51.1,0.71,1016.67,5.02,17.28,1217376000,244,0.38,10,1217361600,10,54.74,1217336400,70.97,1217336400,54.74,1217336400,70.97,1217368800,-7
2008-07-30,37.869,-122.2704,America/Los_Angeles,1217401200,Partly cloudy in the morning.,partly-cloudy-day,1217423554,1217474450,0.94,0,0,0,76.53,1217458800,54.81,1217512800,76.53,1217458800,54.81,1217512800,52.14,0.68,1014.74,3.93,14.85,1217466000,243,0.27,10,1217448000,10,56.38,1217426400,76.53,1217426400,56.38,1217426400,76.53,1217458800,-7
2008-07-31,37.869,-122.2704,America/Los_Angeles,1217487600,Partly cloudy overnight.,partly-cloudy-night,1217510005,1217560793,0.98,0,0,0,73.21,1217541600,54.73,1217595600,73.21,1217541600,54.73,1217595600,50.16,0.66,1013.34,4.56,15.45,1217548800,243,0.07,10,1217534400,9.96,54.81,1217512800,73.21,1217512800,54.81,1217512800,73.21,1217541600,-7
2008-08-01,37.869,-122.2704,America/Los_Angeles,1217574000,Partly cloudy in the morning.,partly-cloudy-day,1217596457,1217647135,0.02,0,0,0,78.71,1217628000,57.28,1217685600,78.71,1217628000,57.28,1217685600,51.26,0.66,1013.26,4.05,14.67,1217635200,242,0.26,9,1217620800,10,54.73,1217595600,78.71,1217595600,54.73,1217595600,78.71,1217628000,-7
2008-08-02,37.869,-122.2704,America/Los_Angeles,1217660400,Partly cloudy in the morning.,partly-cloudy-night,1217682908,1217733476,0.05,0,0,0,82.7,1217714400,54.17,1217768400,82.7,1217714400,54.17,1217768400,52,0.61,1012.16,4.08,17.32,1217718000,256,0.16,10,1217707200,10,57.28,1217685600,82.7,1217685600,57.28,1217685600,82.7,1217714400,-7
2008-08-03,37.869,-122.2704,America/Los_Angeles,1217746800,Partly cloudy starting in the evening.,partly-cloudy-night,1217769360,1217819815,0.09,0,0,0,70.47,1217804400,53.09,1217851200,70.47,1217804400,53.09,1217851200,49.66,0.69,1012.7,5.06,15.28,1217750400,242,0.28,10,1217797200,10,54.17,1217768400,70.47,1217768400,54.17,1217768400,70.47,1217804400,-7
2008-08-04,37.869,-122.2704,America/Los_Angeles,1217833200,Mostly cloudy until afternoon.,partly-cloudy-day,1217855813,1217906153,0.12,0,0,0,70.64,1217890800,52.61,1217934000,70.64,1217890800,52.61,1217934000,50.3,0.72,1013.83,4.41,11.9,1217894400,250,0.47,9,1217880000,10,53.09,1217851200,70.64,1217851200,53.09,1217851200,70.64,1217890800,-7
2008-08-05,37.869,-122.2704,America/Los_Angeles,1217919600,Mostly cloudy throughout the day.,partly-cloudy-day,1217942265,1217992490,0.15,0,0,0,70.09,1217977200,55.8,1218027600,70.09,1217977200,55.8,1218027600,50.2,0.73,1015.05,4.35,13.26,1217977200,251,0.7,7,1217966400,10,52.61,1217934000,70.09,1217934000,52.61,1217934000,70.09,1217977200,-7
2008-08-06,37.869,-122.2704,America/Los_Angeles,1218006000,Partly cloudy until afternoon.,partly-cloudy-day,1218028717,1218078825,0.19,0,0,0,73.37,1218063600,54.74,1218114000,73.37,1218063600,54.74,1218114000,51.28,0.68,1015.22,4.08,12.46,1218074400,255,0.37,9,1218052800,10,55.8,1218027600,73.37,1218027600,55.8,1218027600,73.37,1218063600,-7
2008-08-07,37.869,-122.2704,America/Los_Angeles,1218092400,Mostly cloudy throughout the day.,partly-cloudy-day,1218115170,1218165159,0.22,0,0,0,69.19,1218146400,54.76,1218196800,69.19,1218146400,54.76,1218196800,50.73,0.72,1013.79,5.15,15.07,1218164400,249,0.48,9,1218142800,10,54.74,1218114000,69.19,1218114000,54.74,1218114000,69.19,1218146400,-7
2008-08-08,37.869,-122.2704,America/Los_Angeles,1218178800,Mostly cloudy throughout the day.,partly-cloudy-day,1218201622,1218251492,0.25,0,0,0,68.07,1218236400,54.29,1218276000,68.07,1218236400,54.29,1218276000,50.84,0.75,1014.19,5.41,14.95,1218247200,253,0.63,8,1218225600,10,54.76,1218196800,68.07,1218196800,54.76,1218196800,68.07,1218236400,-7
2008-08-09,37.869,-122.2704,America/Los_Angeles,1218265200,Mostly cloudy in the morning.,partly-cloudy-day,1218288075,1218337824,0.28,0,0,0,73.13,1218322800,55.09,1218373200,73.13,1218322800,55.09,1218373200,52,0.73,1015.99,4.73,13.79,1218326400,245,0.48,8,1218308400,10,54.29,1218276000,73.13,1218276000,54.29,1218276000,73.13,1218322800,-7
2008-08-10,37.869,-122.2704,America/Los_Angeles,1218351600,Clear throughout the day.,clear-day,1218374528,1218424154,0.31,0,0,0,84.25,1218412800,60.37,1218463200,84.25,1218412800,60.37,1218463200,50.71,0.58,1015.28,2.23,11.59,1218416400,257,0.04,10,1218398400,10,55.09,1218373200,84.25,1218373200,55.09,1218373200,84.25,1218412800,-7
2008-08-11,37.869,-122.2704,America/Los_Angeles,1218438000,Partly cloudy overnight.,partly-cloudy-night,1218460980,1218510483,0.34,0,0,0,86.08,1218495600,55.82,1218546000,86.08,1218495600,55.82,1218546000,49.43,0.5,1012.14,2.74,12.59,1218499200,264,0.03,9,1218481200,10,60.37,1218463200,86.08,1218463200,60.37,1218463200,86.08,1218495600,-7
2008-08-12,37.869,-122.2704,America/Los_Angeles,1218524400,Mostly cloudy in the morning.,partly-cloudy-day,1218547433,1218596811,0.37,0,0,0,84.49,1218585600,58.45,1218636000,84.49,1218585600,58.45,1218636000,52.59,0.64,1010.68,3.24,10.86,1218589200,249,0.28,10,1218571200,10,55.82,1218546000,84.49,1218546000,55.82,1218546000,84.49,1218585600,-7
2008-08-13,37.869,-122.2704,America/Los_Angeles,1218610800,Partly cloudy overnight.,partly-cloudy-night,1218633886,1218683138,0.4,0,0,0,89.75,1218672000,55.97,1218718800,89.75,1218672000,55.97,1218718800,53.64,0.57,1009.37,2.3,11.4,1218679200,266,0.02,9,1218654000,9.89,58.45,1218636000,89.75,1218636000,58.45,1218636000,89.75,1218672000,-7
2008-08-14,37.869,-122.2704,America/Los_Angeles,1218697200,Partly cloudy until evening.,partly-cloudy-day,1218720338,1218769464,0.43,0,0,0,80.08,1218758400,57.77,1218801600,80.08,1218758400,57.77,1218801600,52.04,0.64,1011.55,3.69,13.6,1218765600,257,0.3,8,1218740400,10,55.97,1218718800,80.08,1218718800,55.97,1218718800,80.08,1218758400,-7
2008-08-15,37.869,-122.2704,America/Los_Angeles,1218783600,Partly cloudy in the morning.,partly-cloudy-day,1218806791,1218855788,0.46,0,0,0,84.89,1218844800,58.08,1218895200,84.89,1218844800,58.08,1218895200,52.54,0.62,1011.58,3.51,13.22,1218852000,254,0.2,9,1218830400,9.93,57.77,1218801600,84.89,1218801600,57.77,1218801600,84.89,1218844800,-7
2008-08-16,37.869,-122.2704,America/Los_Angeles,1218870000,Partly cloudy starting in the evening.,partly-cloudy-night,1218893243,1218942112,0.49,0,0,0,70.94,1218920400,56.82,1218978000,70.94,1218920400,56.82,1218978000,53.87,0.74,1011.48,4.85,16.83,1218931200,258,0.29,9,1218920400,10,58.08,1218895200,70.94,1218895200,58.08,1218895200,70.94,1218920400,-7
2008-08-17,37.869,-122.2704,America/Los_Angeles,1218956400,Mostly cloudy throughout the day.,partly-cloudy-day,1218979696,1219028435,0.53,0,0,0,70.35,1219010400,57.3,1219050000,70.35,1219010400,57.3,1219050000,54.17,0.79,1012.07,5.15,17.51,1219021200,255,0.55,9,1219003200,10,56.82,1218978000,70.35,1218978000,56.82,1218978000,70.35,1219010400,-7
2008-08-18,37.869,-122.2704,America/Los_Angeles,1219042800,Mostly cloudy throughout the day.,partly-cloudy-day,1219066148,1219114756,0.56,0,0,0,66.34,1219104000,57.41,1219140000,66.34,1219104000,57.41,1219140000,53.93,0.78,1014.13,4.82,15.24,1219104000,254,0.77,7,1219093200,10,57.3,1219050000,66.34,1219050000,57.3,1219050000,66.34,1219104000,-7
2008-08-19,37.869,-122.2704,America/Los_Angeles,1219129200,Mostly cloudy throughout the day.,partly-cloudy-day,1219152600,1219201077,0.6,0,0,0,70.28,1219183200,58.71,1219222800,70.28,1219183200,58.71,1219222800,54.87,0.78,1015.35,4.83,15.37,1219190400,254,0.66,7,1219179600,10,57.41,1219140000,70.28,1219140000,57.41,1219140000,70.28,1219183200,-7
2008-08-20,37.869,-122.2704,America/Los_Angeles,1219215600,Mostly cloudy until afternoon.,partly-cloudy-day,1219239053,1219287397,0.63,0,0.0004,0,75.99,1219269600,62.44,1219327200,76.18,1219269600,62.55,1219327200,58.43,0.77,1013.31,4.45,15.99,1219280400,254,0.44,8,1219262400,10,58.71,1219222800,75.99,1219222800,58.71,1219222800,76.18,1219269600,-7
2008-08-21,37.869,-122.2704,America/Los_Angeles,1219302000,Partly cloudy until afternoon.,partly-cloudy-day,1219325505,1219373716,0.67,0,0,0,75.12,1219356000,57.8,1219413600,75.12,1219356000,57.8,1219413600,58.54,0.75,1011.08,3.92,13.58,1219359600,248,0.34,8,1219352400,10,60.89,1219384800,75.12,1219384800,60.89,1219384800,75.12,1219356000,-7
2008-08-22,37.869,-122.2704,America/Los_Angeles,1219388400,Mostly cloudy starting in the evening.,partly-cloudy-night,1219411957,1219460033,0.71,0,0,0,76.76,1219442400,57.57,1219485600,76.76,1219442400,57.57,1219485600,55.01,0.74,1010.8,3.43,13.49,1219453200,242,0.23,9,1219435200,9.96,57.8,1219413600,76.76,1219413600,57.8,1219413600,76.76,1219442400,-7
2008-08-23,37.869,-122.2704,America/Los_Angeles,1219474800,Mostly cloudy in the morning.,partly-cloudy-day,1219498408,1219546351,0.74,0,0,0,73.11,1219528800,57.06,1219582800,73.11,1219528800,57.06,1219582800,54.62,0.75,1012.43,3.07,11.25,1219528800,248,0.47,9,1219521600,9.93,57.57,1219485600,73.11,1219485600,57.57,1219485600,73.11,1219528800,-7
2008-08-24,37.869,-122.2704,America/Los_Angeles,1219561200,Mostly cloudy in the morning.,partly-cloudy-day,1219584860,1219632667,0.78,0,0,0,81.15,1219615200,59.15,1219672800,81.15,1219615200,59.15,1219672800,55.23,0.72,1011.93,2.55,11.64,1219622400,252,0.41,8,1219604400,10,57.06,1219582800,81.15,1219582800,57.06,1219582800,81.15,1219615200,-7
2008-08-25,37.869,-122.2704,America/Los_Angeles,1219647600,Partly cloudy in the morning.,partly-cloudy-night,1219671312,1219718982,0.82,0,0.0002,0,78.22,1219705200,55.22,1219759200,78.22,1219705200,55.22,1219759200,54.33,0.66,1010.65,3.95,16.58,1219708800,241,0.15,8,1219690800,10,59.15,1219672800,78.22,1219672800,59.15,1219672800,78.22,1219705200,-7
2008-08-26,37.869,-122.2704,America/Los_Angeles,1219734000,Clear throughout the day.,clear-day,1219757763,1219805297,0.86,0,0,0,83.57,1219795200,60.93,1219842000,83.57,1219795200,60.93,1219842000,48.4,0.52,1009.28,2.12,12.05,1219802400,256,0.04,8,1219777200,10,55.22,1219759200,83.57,1219759200,55.22,1219759200,83.57,1219795200,-7
2008-08-27,37.869,-122.2704,America/Los_Angeles,1219820400,Clear throughout the day.,clear-day,1219844214,1219891611,0.89,0,0,0,94.72,1219874400,64.59,1219924800,94.72,1219874400,64.59,1219924800,47.2,0.4,1009.67,1.68,13.37,1219881600,279,0.05,9,1219867200,10,60.93,1219842000,94.72,1219842000,60.93,1219842000,94.72,1219874400,-7
2008-08-28,37.869,-122.2704,America/Los_Angeles,1219906800,Clear throughout the day.,clear-day,1219930666,1219977924,0.93,0,0,0,96.64,1219960800,67.13,1220018400,96.64,1219960800,67.13,1220018400,48.6,0.37,1008.21,1.41,10.77,1219971600,290,0,9,1219953600,10,64.59,1219924800,96.64,1219924800,64.59,1219924800,96.64,1219960800,-7
2008-08-29,37.869,-122.2704,America/Los_Angeles,1219993200,Partly cloudy in the morning.,partly-cloudy-day,1220017117,1220064237,0.97,0,0,0,94.54,1220043600,58.02,1220104800,94.54,1220043600,58.02,1220104800,49.07,0.4,1006.64,2.41,14.2,1220054400,260,0.14,8,1220040000,10,64.75,1220076000,94.54,1220076000,64.75,1220076000,94.54,1220043600,-7
2008-08-30,37.869,-122.2704,America/Los_Angeles,1220079600,Partly cloudy in the morning.,partly-cloudy-day,1220103568,1220150549,0,0,0,0,75.91,1220133600,54.02,1220191200,75.91,1220133600,54.02,1220191200,51.56,0.64,1005.95,4.19,16.65,1220140800,246,0.15,8,1220126400,9.84,58.02,1220104800,75.91,1220104800,58.02,1220104800,75.91,1220133600,-7
2008-08-31,37.869,-122.2704,America/Los_Angeles,1220166000,Clear throughout the day.,clear-day,1220190019,1220236860,0.04,0,0,0,73.61,1220220000,58.24,1220277600,73.61,1220220000,58.24,1220277600,46.86,0.57,1007.89,3.03,15.41,1220173200,245,0.03,8,1220209200,9.9,54.02,1220191200,73.61,1220191200,54.02,1220191200,73.61,1220220000,-7
2008-09-01,37.869,-122.2704,America/Los_Angeles,1220252400,Clear throughout the day.,clear-day,1220276469,1220323170,0.07,0,0,0,83.59,1220313600,59.27,1220360400,83.59,1220313600,59.27,1220360400,36.46,0.34,1011.55,2.13,15.87,1220302800,335,0.01,8,1220295600,10,58.24,1220277600,83.59,1220277600,58.24,1220277600,83.59,1220313600,-7
2008-09-02,37.869,-122.2704,America/Los_Angeles,1220338800,Clear throughout the day.,clear-day,1220362920,1220409481,0.1,0,0,0,88.04,1220392800,60.04,1220446800,88.04,1220392800,60.04,1220446800,35.78,0.28,1011.9,1.38,11.62,1220403600,292,0,8,1220382000,10,59.27,1220360400,88.04,1220360400,59.27,1220360400,88.04,1220392800,-7
2008-09-03,37.869,-122.2704,America/Los_Angeles,1220425200,Clear throughout the day.,clear-day,1220449371,1220495790,0.14,0,0,0,92.59,1220479200,60.61,1220533200,92.59,1220479200,60.61,1220533200,40.02,0.31,1011.14,1.05,10.82,1220486400,279,0,8,1220472000,10,60.04,1220446800,92.59,1220446800,60.04,1220446800,92.59,1220479200,-7
2008-09-04,37.869,-122.2704,America/Los_Angeles,1220511600,Clear throughout the day.,clear-day,1220535821,1220582099,0.17,0,0,0,95.77,1220565600,64.8,1220623200,95.77,1220565600,64.8,1220623200,41.66,0.31,1009.8,1.31,10.24,1220580000,282,0,8,1220558400,10,60.61,1220533200,95.77,1220533200,60.61,1220533200,95.77,1220565600,-7
2008-09-05,37.869,-122.2704,America/Los_Angeles,1220598000,Clear throughout the day.,clear-day,1220622271,1220668408,0.2,0,0,0,96.43,1220655600,64.55,1220709600,96.43,1220655600,64.55,1220709600,41.96,0.29,1008.92,1.94,11.92,1220662800,269,0,8,1220644800,10,64.8,1220623200,96.43,1220623200,64.8,1220623200,96.43,1220655600,-7
2008-09-06,37.869,-122.2704,America/Los_Angeles,1220684400,Clear throughout the day.,clear-day,1220708722,1220754716,0.23,0,0,0,92.79,1220742000,61.37,1220796000,92.79,1220742000,61.37,1220796000,43.65,0.32,1009.08,2.38,11.41,1220745600,262,0.02,8,1220731200,10,64.55,1220709600,92.79,1220709600,64.55,1220709600,92.79,1220742000,-7
2008-09-07,37.869,-122.2704,America/Los_Angeles,1220770800,Partly cloudy overnight.,partly-cloudy-night,1220795172,1220841024,0.26,0,0,0,81.17,1220828400,55.31,1220882400,81.17,1220828400,55.31,1220882400,48.94,0.51,1007.95,3.37,13.07,1220832000,260,0.05,8,1220817600,10,57.88,1220853600,81.17,1220853600,57.88,1220853600,81.17,1220828400,-7
2008-09-08,37.869,-122.2704,America/Los_Angeles,1220857200,Mostly cloudy in the morning.,partly-cloudy-day,1220881622,1220927331,0.29,0,0,0,70.65,1220918400,58.2,1220943600,70.65,1220918400,58.2,1220943600,52.49,0.75,1008.17,3.88,12.87,1220922000,251,0.43,8,1220904000,9.67,55.31,1220882400,70.65,1220882400,55.31,1220882400,70.65,1220918400,-7
2008-09-09,37.869,-122.2704,America/Los_Angeles,1220943600,Mostly cloudy throughout the day.,partly-cloudy-day,1220968072,1221013638,0.32,0,0,0,64.13,1220997600,57.15,1221040800,64.13,1220997600,57.15,1221040800,52.74,0.78,1008.38,5.36,16.62,1221008400,245,0.72,6,1220990400,10,57.3,1221026400,64.13,1221026400,57.3,1221026400,64.13,1220997600,-7
2008-09-10,37.869,-122.2704,America/Los_Angeles,1221030000,Mostly cloudy in the morning.,partly-cloudy-day,1221054522,1221099945,0.35,0,0,0,71.01,1221084000,55.7,1221141600,71.01,1221084000,55.7,1221141600,52.6,0.72,1009.78,3.64,13.93,1221094800,253,0.48,8,1221076800,10,57.15,1221040800,71.01,1221040800,57.15,1221040800,71.01,1221084000,-7
2008-09-11,37.869,-122.2704,America/Los_Angeles,1221116400,Mostly cloudy in the morning.,partly-cloudy-day,1221140972,1221186251,0.38,0,0,0,73.12,1221174000,53.78,1221224400,73.12,1221174000,53.78,1221224400,52.79,0.73,1011.46,3.5,11.38,1221181200,262,0.41,8,1221163200,9.57,55.7,1221141600,73.12,1221141600,55.7,1221141600,73.12,1221174000,-7
2008-09-12,37.869,-122.2704,America/Los_Angeles,1221202800,Mostly cloudy throughout the day.,partly-cloudy-day,1221227423,1221272557,0.41,0,0,0,67.15,1221260400,54.68,1221310800,67.15,1221260400,54.68,1221310800,50.95,0.77,1012.53,4.45,11.94,1221271200,253,0.57,7,1221249600,9.83,53.78,1221224400,67.15,1221224400,53.78,1221224400,67.15,1221260400,-7
2008-09-13,37.869,-122.2704,America/Los_Angeles,1221289200,Overcast until afternoon.,cloudy,1221313873,1221358863,0.44,0,0,0,69.8,1221346800,54.82,1221400800,69.8,1221346800,54.82,1221400800,50.77,0.74,1013.08,3.78,11.27,1221350400,254,0.59,7,1221336000,9.97,54.68,1221310800,69.8,1221310800,54.68,1221310800,69.8,1221346800,-7
2008-09-14,37.869,-122.2704,America/Los_Angeles,1221375600,Mostly cloudy until afternoon.,partly-cloudy-day,1221400323,1221445169,0.48,0,0,0,71.95,1221429600,54.79,1221483600,71.95,1221429600,54.79,1221483600,51.34,0.73,1015.44,3.66,11.08,1221433200,263,0.47,7,1221422400,9.73,54.82,1221400800,71.95,1221400800,54.82,1221400800,71.95,1221429600,-7
2008-09-15,37.869,-122.2704,America/Los_Angeles,1221462000,Mostly cloudy until afternoon.,partly-cloudy-day,1221486773,1221531475,0.51,0,0,0,72.86,1221519600,53.29,1221570000,72.86,1221519600,53.29,1221570000,51.48,0.73,1015.52,3.34,11.92,1221530400,260,0.38,7,1221508800,9.2,54.79,1221483600,72.86,1221483600,54.79,1221483600,72.86,1221519600,-7
2008-09-16,37.869,-122.2704,America/Los_Angeles,1221548400,Mostly cloudy until afternoon.,partly-cloudy-day,1221573223,1221617780,0.55,0,0,0,67.73,1221602400,54.83,1221634800,67.73,1221602400,54.83,1221634800,49.92,0.74,1014.99,4.3,12.62,1221606000,255,0.51,6,1221595200,9.72,53.29,1221570000,67.73,1221570000,53.29,1221570000,67.73,1221602400,-7
2008-09-17,37.869,-122.2704,America/Los_Angeles,1221634800,Mostly cloudy until afternoon.,partly-cloudy-day,1221659673,1221704086,0.58,0,0,0,64.61,1221688800,50.55,1221746400,64.61,1221688800,50.55,1221746400,47.68,0.69,1017.01,4.99,15.3,1221696000,249,0.54,6,1221685200,10,54.25,1221717600,64.61,1221717600,54.25,1221717600,64.61,1221688800,-7
2008-09-18,37.869,-122.2704,America/Los_Angeles,1221721200,Clear throughout the day.,clear-day,1221746123,1221790391,0.62,0,0,0,68.66,1221775200,52.91,1221829200,68.66,1221775200,52.91,1221829200,47.04,0.67,1016.38,3.6,12.76,1221782400,258,0.08,7,1221768000,10,50.55,1221746400,68.66,1221746400,50.55,1221746400,68.66,1221775200,-7
2008-09-19,37.869,-122.2704,America/Los_Angeles,1221807600,Mostly cloudy starting in the afternoon.,partly-cloudy-night,1221832574,1221876696,0.66,0,0.0002,0,70.74,1221858000,60.05,1221919200,70.74,1221858000,60.05,1221919200,51.29,0.72,1015.98,3.37,13.14,1221861600,236,0.42,6,1221850800,10,52.91,1221829200,70.74,1221829200,52.91,1221829200,70.74,1221858000,-7
2008-09-20,37.869,-122.2704,America/Los_Angeles,1221894000,Mostly cloudy throughout the day.,partly-cloudy-day,1221919024,1221963002,0.69,0,0,0,68.33,1221948000,56.92,1222005600,68.33,1221948000,56.92,1222005600,54.94,0.77,1016.91,4.55,15,1221951600,260,0.76,5,1221940800,10,58.79,1221976800,68.33,1221976800,58.79,1221976800,68.33,1221948000,-7
2008-09-21,37.869,-122.2704,America/Los_Angeles,1221980400,Mostly cloudy until evening.,partly-cloudy-day,1222005475,1222049307,0.73,0,0.0004,0,70.1,1222038000,54.12,1222092000,70.1,1222038000,54.12,1222092000,53.07,0.74,1015.24,3.64,13.95,1222045200,247,0.51,6,1222027200,10,56.92,1222005600,70.1,1222005600,56.92,1222005600,70.1,1222038000,-7
2008-09-22,37.869,-122.2704,America/Los_Angeles,1222066800,Clear throughout the day.,clear-day,1222091926,1222135612,0.77,0,0,0,80.53,1222124400,57.12,1222174800,80.53,1222124400,57.12,1222174800,48.54,0.58,1015.65,1.77,11.64,1222131600,273,0.03,7,1222113600,10,54.12,1222092000,80.53,1222092000,54.12,1222092000,80.53,1222124400,-7
2008-09-23,37.869,-122.2704,America/Los_Angeles,1222153200,Clear throughout the day.,clear-day,1222178376,1222221918,0.81,0,0,0,84.56,1222210800,58.32,1222264800,84.56,1222210800,58.32,1222264800,43.51,0.43,1014.78,1.25,8.11,1222210800,294,0.01,7,1222200000,10,57.12,1222174800,84.56,1222174800,57.12,1222174800,84.56,1222210800,-7
2008-09-24,37.869,-122.2704,America/Los_Angeles,1222239600,Clear throughout the day.,clear-day,1222264827,1222308224,0.84,0,0,0,82.31,1222297200,57.78,1222347600,82.31,1222297200,57.78,1222347600,42.96,0.41,1013.89,1.84,9.51,1222300800,269,0.01,7,1222286400,10,58.32,1222264800,82.31,1222264800,58.32,1222264800,82.31,1222297200,-7
2008-09-25,37.869,-122.2704,America/Los_Angeles,1222326000,Partly cloudy until afternoon.,partly-cloudy-day,1222351279,1222394529,0.88,0,0,0,82.97,1222383600,58.98,1222437600,82.97,1222383600,58.98,1222437600,44,0.43,1013.57,2.34,10.07,1222387200,263,0.11,6,1222372800,10,57.78,1222347600,82.97,1222347600,57.78,1222347600,82.97,1222383600,-7
2008-09-26,37.869,-122.2704,America/Los_Angeles,1222412400,Clear throughout the day.,clear-day,1222437730,1222480835,0.92,0,0.0002,0,84.23,1222470000,56.12,1222524000,84.23,1222470000,56.12,1222524000,51.49,0.55,1013.75,1.78,9.79,1222473600,271,0.01,6,1222455600,10,58.98,1222437600,84.23,1222437600,58.98,1222437600,84.23,1222470000,-7
