date,latitude,longitude,timezone,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMinTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,offset
2008-05-07,37.869,-122.2704,America/Los_Angeles,1210143600,Partly cloudy in the morning.,partly-cloudy-day,1210165623,1210216003,0.09,0,0,0,64.32,1210197600,48.34,1210251600,64.32,1210197600,47.31,1210251600,44.62,0.66,1015.89,4.92,18.14,1210176000,257,0.17,10,1210190400,9.76,49.52,1210165200,64.32,1210165200,46.54,1210165200,64.32,1210197600,-7
2008-05-08,37.869,-122.2704,America/Los_Angeles,1210230000,Partly cloudy in the morning.,partly-cloudy-day,1210251963,1210302458,0.12,0,0,0,64.48,1210287600,47.19,1210338000,64.48,1210287600,45.68,1210330800,44.59,0.71,1015.2,4.19,15.6,1210298400,236,0.21,10,1210276800,8.53,48.34,1210251600,64.48,1210251600,47.31,1210251600,64.48,1210287600,-7
2008-05-09,37.869,-122.2704,America/Los_Angeles,1210316400,Partly cloudy in the morning.,partly-cloudy-night,1210338305,1210388913,0.16,0,0,0,66.76,1210370400,47.84,1210424400,66.76,1210370400,47.84,1210424400,42.88,0.65,1014.43,3.85,14.88,1210330800,241,0.15,10,1210363200,9.55,47.19,1210338000,66.76,1210338000,45.68,1210330800,66.76,1210370400,-7
2008-05-10,37.869,-122.2704,America/Los_Angeles,1210402800,Partly cloudy starting in the evening.,partly-cloudy-night,1210424648,1210475368,0.2,0,0,0,69.76,1210460400,49.12,1210514400,69.76,1210460400,47.78,1210514400,44.8,0.66,1016.31,3.33,13.08,1210467600,241,0.1,10,1210449600,9.91,47.84,1210424400,69.76,1210424400,47.84,1210424400,69.76,1210460400,-7
2008-05-11,37.869,-122.2704,America/Los_Angeles,1210489200,Mostly cloudy until afternoon.,partly-cloudy-day,1210510993,1210561822,0.23,0,0,0,63.93,1210550400,49.4,1210597200,63.93,1210550400,49.4,1210597200,45.76,0.72,1014.6,4.34,16.48,1210557600,239,0.45,9,1210536000,9.67,49.12,1210514400,63.93,1210514400,47.78,1210514400,63.93,1210550400,-7
2008-05-12,37.869,-122.2704,America/Los_Angeles,1210575600,Partly cloudy until evening.,partly-cloudy-day,1210597339,1210648276,0.27,0,0,0,68.46,1210629600,49.46,1210683600,68.46,1210629600,49.46,1210683600,40.43,0.53,1014.08,3.48,15.58,1210636800,266,0.19,8,1210622400,9.85,49.4,1210597200,68.46,1210597200,49.4,1210597200,68.46,1210629600,-7
2008-05-13,37.869,-122.2704,America/Los_Angeles,1210662000,Partly cloudy in the evening.,partly-cloudy-day,1210683686,1210734730,0.3,0.0001,0.0014,0.01,81.09,1210716000,56.93,1210759200,81.09,1210716000,56.93,1210759200,39.39,0.44,1015.76,2.2,14.26,1210719600,284,0.08,10,1210708800,10,49.46,1210683600,81.09,1210683600,49.46,1210683600,81.09,1210716000,-7
2008-05-14,37.869,-122.2704,America/Los_Angeles,1210748400,Partly cloudy throughout the day.,partly-cloudy-day,1210770035,1210821183,0.34,0,0,0,86.78,1210809600,71.99,1210842000,86.78,1210809600,71.99,1210842000,46.85,0.43,1015.87,1.43,11.71,1210809600,331,0.32,8,1210795200,10,56.93,1210759200,86.78,1210759200,56.93,1210759200,86.78,1210809600,-7
2008-05-15,37.869,-122.2704,America/Los_Angeles,1210834800,Partly cloudy until afternoon.,partly-cloudy-day,1210856385,1210907636,0.37,0,0,0,95.57,1210892400,67.51,1210942800,95.57,1210892400,67.51,1210942800,48.31,0.32,1012.21,2.44,18.8,1210870800,12,0.16,9,1210881600,10,71.99,1210842000,95.57,1210842000,71.99,1210842000,95.57,1210892400,-7
2008-05-16,37.869,-122.2704,America/Los_Angeles,1210921200,Clear throughout the day.,clear-day,1210942737,1210994089,0.4,0,0,0,93.81,1210971600,63.67,1211029200,93.81,1210971600,63.67,1211029200,48.78,0.37,1015.06,2.44,12.3,1210978800,262,0.03,10,1210964400,10,67.51,1210942800,93.81,1210942800,67.51,1210942800,93.81,1210971600,-7
2008-05-17,37.869,-122.2704,America/Los_Angeles,1211007600,Clear throughout the day.,clear-day,1211029091,1211080541,0.43,0,0,0,85.56,1211065200,53.83,1211115600,85.56,1211065200,53.83,1211115600,48.57,0.45,1017.91,3.21,16.62,1211076000,265,0.04,10,1211054400,10,61.45,1211090400,85.56,1211090400,61.45,1211090400,85.56,1211065200,-7
2008-05-18,37.869,-122.2704,America/Los_Angeles,1211094000,Partly cloudy in the morning.,partly-cloudy-night,1211115446,1211166992,0.46,0,0,0,73.99,1211155200,51.38,1211202000,73.99,1211155200,51.38,1211202000,48.29,0.61,1016.23,3.35,12.27,1211155200,265,0.15,10,1211140800,10,53.83,1211115600,73.99,1211115600,53.83,1211115600,73.99,1211155200,-7
2008-05-19,37.869,-122.2704,America/Los_Angeles,1211180400,Partly cloudy throughout the day.,partly-cloudy-day,1211201802,1211253443,0.48,0,0,0,71.29,1211230800,52.33,1211288400,71.29,1211230800,52.33,1211288400,49.5,0.72,1014.05,3.43,11.86,1211241600,262,0.5,9,1211227200,10,51.38,1211202000,71.29,1211202000,51.38,1211202000,71.29,1211230800,-7
2008-05-20,37.869,-122.2704,America/Los_Angeles,1211266800,Mostly cloudy until evening.,partly-cloudy-day,1211288160,1211339894,0.53,0,0,0,66.46,1211317200,49.92,1211374800,66.46,1211317200,48.41,1211374800,48,0.7,1015.25,6.01,20.88,1211328000,259,0.44,10,1211317200,10,52.33,1211288400,66.46,1211288400,52.33,1211288400,66.46,1211317200,-7
2008-05-21,37.869,-122.2704,America/Los_Angeles,1211353200,Clear throughout the day.,clear-day,1211374520,1211426343,0.55,0,0,0,68.48,1211403600,51.96,1211461200,68.48,1211403600,51.96,1211461200,41.6,0.54,1014.29,7.19,20.05,1211414400,287,0.03,10,1211396400,10,49.92,1211374800,68.48,1211374800,48.41,1211374800,68.48,1211403600,-7
2008-05-22,37.869,-122.2704,America/Los_Angeles,1211439600,Clear throughout the day.,clear-day,1211460881,1211512792,0.58,0,0,0,71.26,1211497200,48.66,1211547600,71.26,1211497200,48.66,1211547600,36.84,0.43,1003.15,6.71,22.38,1211482800,309,0.01,10,1211482800,10,51.96,1211461200,71.26,1211461200,51.96,1211461200,71.26,1211497200,-7
2008-05-23,37.869,-122.2704,America/Los_Angeles,1211526000,Partly cloudy starting in the afternoon.,partly-cloudy-night,1211547244,1211599241,0.61,0,0,0,65.17,1211576400,51.27,1211634000,65.17,1211576400,51.27,1211634000,43.24,0.63,1000.43,3.87,14.5,1211583600,238,0.3,9,1211569200,9.31,48.66,1211547600,65.17,1211547600,48.66,1211547600,65.17,1211576400,-7
2008-05-24,37.869,-122.2704,America/Los_Angeles,1211612400,Mostly cloudy throughout the day.,partly-cloudy-day,1211633609,1211685688,0.64,0.0004,0.0026,0.16,58.65,1211670000,49.95,1211720400,58.65,1211670000,49.95,1211720400,45.4,0.73,1011.94,4.33,17.03,1211619600,218,0.86,5,1211659200,10,51.27,1211634000,58.65,1211634000,51.27,1211634000,58.65,1211670000,-7
2008-05-25,37.869,-122.2704,America/Los_Angeles,1211698800,Partly cloudy throughout the day.,partly-cloudy-day,1211719975,1211772135,0.68,0,0,0,63.88,1211749200,49.62,1211796000,63.88,1211749200,48.61,1211796000,44.34,0.67,1014.03,3.37,17.11,1211756400,262,0.54,8,1211742000,10,49.95,1211720400,63.88,1211720400,49.95,1211720400,63.88,1211749200,-7
2008-05-26,37.869,-122.2704,America/Los_Angeles,1211785200,Mostly cloudy throughout the day.,partly-cloudy-day,1211806343,1211858581,0.71,0,0,0,59.74,1211846400,50.86,1211893200,59.74,1211846400,50.86,1211893200,45.76,0.74,1015.57,4.22,14.05,1211835600,246,0.73,6,1211835600,10,49.62,1211796000,59.74,1211796000,48.61,1211796000,59.74,1211846400,-7
2008-05-27,37.869,-122.2704,America/Los_Angeles,1211871600,Mostly cloudy until afternoon.,partly-cloudy-day,1211892713,1211945026,0.74,0,0,0,63.29,1211925600,50.01,1211979600,63.29,1211925600,50.01,1211979600,45.12,0.68,1015.76,4.51,16.32,1211932800,257,0.52,8,1211918400,10,50.86,1211893200,63.29,1211893200,50.86,1211893200,63.29,1211925600,-7
2008-05-28,37.869,-122.2704,America/Los_Angeles,1211958000,Mostly cloudy until evening.,partly-cloudy-day,1211979084,1212031470,0.78,0,0,0,64.13,1212012000,51.21,1212055200,64.13,1212012000,51.21,1212055200,45.43,0.67,1017.59,3.83,16.11,1212019200,253,0.48,6,1212008400,10,50.01,1211979600,64.13,1211979600,50.01,1211979600,64.13,1212012000,-7
2008-05-29,37.869,-122.2704,America/Los_Angeles,1212044400,Mostly cloudy throughout the day.,partly-cloudy-day,1212065457,1212117913,0.81,0,0,0,63.52,1212098400,52.13,1212152400,63.52,1212098400,52.13,1212152400,46.49,0.7,1019.13,4.56,17.01,1212102000,260,0.45,8,1212098400,10,51.21,1212055200,63.52,1212055200,51.21,1212055200,63.52,1212098400,-7
2008-05-30,37.869,-122.2704,America/Los_Angeles,1212130800,Mostly cloudy throughout the day.,partly-cloudy-day,1212151832,1212204355,0.85,0,0,0,65.09,1212184800,51.45,1212231600,65.09,1212184800,51.45,1212231600,48.02,0.74,1018.4,3.77,13.67,1212192000,233,0.71,9,1212177600,10,52.13,1212152400,65.09,1212152400,52.13,1212152400,65.09,1212184800,-7
2008-05-31,37.869,-122.2704,America/Los_Angeles,1212217200,Mostly cloudy throughout the day.,partly-cloudy-day,1212238209,1212290797,0.89,0,0,0,58.84,1212274800,50.08,1212325200,58.84,1212274800,50.08,1212325200,47.08,0.77,1019.32,5.06,15.84,1212271200,241,0.78,8,1212267600,9.96,51.45,1212231600,58.84,1212231600,51.45,1212231600,58.84,1212274800,-7
2008-06-01,37.869,-122.2704,America/Los_Angeles,1212303600,Partly cloudy in the morning.,partly-cloudy-night,1212324587,1212377237,0.92,0,0,0,64.32,1212357600,49.26,1212411600,64.32,1212357600,48.24,1212411600,45.8,0.7,1018.35,4.3,15.09,1212368400,241,0.3,10,1212346800,10,50.08,1212325200,64.32,1212325200,50.08,1212325200,64.32,1212357600,-7
2008-06-02,37.869,-122.2704,America/Los_Angeles,1212390000,Partly cloudy in the morning.,partly-cloudy-day,1212410967,1212463676,0.96,0,0,0,65.29,1212447600,52.73,1212490800,65.29,1212447600,52.73,1212490800,45.12,0.67,1017.91,4.31,14.87,1212454800,240,0.28,10,1212436800,10,49.26,1212411600,65.29,1212411600,48.24,1212411600,65.29,1212447600,-7
2008-06-03,37.869,-122.2704,America/Los_Angeles,1212476400,Mostly cloudy throughout the day.,partly-cloudy-day,1212497349,1212550114,0.99,0,0,0,65.45,1212530400,52.22,1212584400,65.45,1212530400,52.22,1212584400,49.39,0.72,1015.39,5.67,19.03,1212534000,255,0.54,6,1212519600,10,52.73,1212490800,65.45,1212490800,52.73,1212490800,65.45,1212530400,-7
2008-06-04,37.869,-122.2704,America/Los_Angeles,1212562800,Partly cloudy in the morning.,partly-cloudy-day,1212583732,1212636550,0.04,0,0,0,68.58,1212624000,51.24,1212670800,68.58,1212624000,51.24,1212670800,43.66,0.57,1011.87,5.45,17.23,1212620400,279,0.13,10,1212609600,10,52.22,1212584400,68.58,1212584400,52.22,1212584400,68.58,1212624000,-7
2008-06-05,37.869,-122.2704,America/Los_Angeles,1212649200,Clear throughout the day.,clear-day,1212670117,1212722986,0.08,0,0,0,71.92,1212703200,52.16,1212757200,71.92,1212703200,52.16,1212757200,46.25,0.61,1013.66,4.1,17.35,1212721200,260,0.03,11,1212696000,10,51.24,1212670800,71.92,1212670800,51.24,1212670800,71.92,1212703200,-7
2008-06-06,37.869,-122.2704,America/Los_Angeles,1212735600,Clear throughout the day.,clear-day,1212756504,1212809420,0.11,0,0,0,68.39,1212789600,49,1212843600,68.39,1212789600,49,1212843600,44.8,0.6,1014.69,5.33,18.56,1212800400,269,0.07,11,1212782400,10,52.16,1212757200,68.39,1212757200,52.16,1212757200,68.39,1212789600,-7
2008-06-07,37.869,-122.2704,America/Los_Angeles,1212822000,Clear throughout the day.,clear-day,1212842893,1212895853,0.15,0,0,0,77.3,1212879600,54.14,1212930000,77.3,1212879600,54.14,1212930000,42.54,0.52,1013.42,2.56,12.8,1212883200,276,0.03,11,1212868800,10,49,1212843600,77.3,1212843600,49,1212843600,77.3,1212879600,-7
2008-06-08,37.869,-122.2704,America/Los_Angeles,1212908400,Partly cloudy in the evening.,partly-cloudy-day,1212929284,1212982285,0.18,0,0,0,80.37,1212958800,55.55,1213016400,80.37,1212958800,55.55,1213016400,44.12,0.48,1013.51,2.13,10.95,1212969600,271,0.12,10,1212955200,10,54.14,1212930000,80.37,1212930000,54.14,1212930000,80.37,1212958800,-7
2008-06-09,37.869,-122.2704,America/Los_Angeles,1212994800,Clear throughout the day.,clear-day,1213015676,1213068715,0.22,0,0,0,87.3,1213048800,56.27,1213102800,87.3,1213048800,56.27,1213102800,46.16,0.45,1012.05,2.18,13.7,1213059600,277,0.01,11,1213041600,10,55.55,1213016400,87.3,1213016400,55.55,1213016400,87.3,1213048800,-7
2008-06-10,37.869,-122.2704,America/Los_Angeles,1213081200,Clear throughout the day.,clear-day,1213102070,1213155144,0.25,0,0,0,83.24,1213142400,61.9,1213185600,83.24,1213142400,61.9,1213185600,43.19,0.44,1012.41,2.51,12.63,1213149600,300,0.06,10,1213128000,10,56.27,1213102800,83.24,1213102800,56.27,1213102800,83.24,1213142400,-7
2008-06-11,37.869,-122.2704,America/Los_Angeles,1213167600,Clear throughout the day.,clear-day,1213188466,1213241571,0.29,0,0,0,84.28,1213221600,59.39,1213268400,84.28,1213221600,59.39,1213268400,35.21,0.28,1013.12,2.91,16.97,1213192800,320,0,11,1213214400,10,61.9,1213185600,84.28,1213185600,61.9,1213185600,84.28,1213221600,-7
2008-06-12,37.869,-122.2704,America/Los_Angeles,1213254000,Clear throughout the day.,clear-day,1213274863,1213327997,0.32,0,0,0,87.32,1213304400,55.38,1213362000,87.32,1213304400,55.38,1213362000,39.48,0.33,1011.39,0.98,11.72,1213308000,305,0.01,11,1213300800,10,59.39,1213268400,87.32,1213268400,59.39,1213268400,87.32,1213304400,-7
2008-06-13,37.869,-122.2704,America/Los_Angeles,1213340400,Partly cloudy in the morning.,partly-cloudy-day,1213361262,1213414422,0.35,0,0,0,76.08,1213401600,52.53,1213448400,76.08,1213401600,52.53,1213448400,46.05,0.52,1013.88,2.89,11.69,1213405200,278,0.16,10,1213383600,9.99,55.38,1213362000,76.08,1213362000,55.38,1213362000,76.08,1213401600,-7
2008-06-14,37.869,-122.2704,America/Los_Angeles,1213426800,Mostly cloudy until afternoon.,partly-cloudy-day,1213447663,1213500845,0.38,0,0,0,69.52,1213480800,50.99,1213534800,69.52,1213480800,50.99,1213534800,48.93,0.7,1015.45,4.2,12.94,1213498800,264,0.35,10,1213473600,9.96,52.53,1213448400,69.52,1213448400,52.53,1213448400,69.52,1213480800,-7
2008-06-15,37.869,-122.2704,America/Los_Angeles,1213513200,Mostly cloudy in the morning.,partly-cloudy-day,1213534066,1213587266,0.41,0,0,0,65.88,1213570800,48.81,1213621200,65.88,1213570800,47.24,1213621200,47.56,0.72,1014.5,4.22,14.19,1213581600,258,0.39,10,1213560000,9.9,50.99,1213534800,65.88,1213534800,50.99,1213534800,65.88,1213570800,-7
2008-06-16,37.869,-122.2704,America/Los_Angeles,1213599600,Mostly cloudy throughout the day.,partly-cloudy-day,1213620470,1213673686,0.44,0,0,0,64.81,1213653600,48.96,1213707600,64.81,1213653600,47.75,1213693200,46.44,0.74,1015.14,4.47,13.74,1213657200,251,0.54,10,1213646400,9.09,48.81,1213621200,64.81,1213621200,47.24,1213621200,64.81,1213653600,-7
2008-06-17,37.869,-122.2704,America/Los_Angeles,1213686000,Mostly cloudy in the morning.,partly-cloudy-day,1213706876,1213760105,0.47,0,0,0,81.07,1213743600,56.1,1213794000,81.07,1213743600,56.1,1213794000,45.44,0.57,1017.61,2.82,13.84,1213754400,261,0.28,11,1213732800,9.49,48.96,1213707600,81.07,1213707600,47.75,1213693200,81.07,1213743600,-7
2008-06-18,37.869,-122.2704,America/Los_Angeles,1213772400,Clear throughout the day.,clear-day,1213793284,1213846521,0.51,0,0,0,84.68,1213822800,59.08,1213880400,84.68,1213822800,59.08,1213880400,38.93,0.34,1018.22,2.67,12.79,1213837200,273,0.01,11,1213819200,10,56.1,1213794000,84.68,1213794000,56.1,1213794000,84.68,1213822800,-7
2008-06-19,37.869,-122.2704,America/Los_Angeles,1213858800,Partly cloudy starting in the evening.,partly-cloudy-night,1213879694,1213932936,0.53,0,0,0,91.69,1213920000,66.1,1213966800,91.69,1213920000,66.1,1213966800,38.46,0.29,1014.83,1.84,11.23,1213923600,290,0.13,10,1213902000,10,59.08,1213880400,91.69,1213880400,59.08,1213880400,91.69,1213920000,-7
2008-06-20,37.869,-122.2704,America/Los_Angeles,1213945200,Clear throughout the day.,clear-day,1213966105,1214019350,0.56,0,0,0,97.61,1214006400,70.57,1214053200,97.61,1214006400,70.57,1214053200,36.47,0.22,1013.14,1.34,9.31,1214006400,291,0.17,9,1213988400,10,66.1,1213966800,97.61,1213966800,66.1,1213966800,97.61,1214006400,-7
2008-06-21,37.869,-122.2704,America/Los_Angeles,1214031600,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,1214052517,1214105761,0.59,0,0,0,92.92,1214078400,55.03,1214143200,92.92,1214078400,55.03,1214143200,36.51,0.22,1013.86,2.9,15.5,1214089200,267,0.24,9,1214078400,10,67.1,1214114400,92.92,1214114400,67.1,1214114400,92.92,1214078400,-7
2008-06-22,37.869,-122.2704,America/Los_Angeles,1214118000,Partly cloudy overnight.,partly-cloudy-night,1214138932,1214192171,0.63,0,0,0,70.2,1214175600,50.59,1214226000,70.2,1214175600,50.59,1214226000,45.56,0.55,1017.81,4.39,14.09,1214168400,268,0.13,10,1214164800,9.75,55.03,1214143200,70.2,1214143200,55.03,1214143200,70.2,1214175600,-7
2008-06-23,37.869,-122.2704,America/Los_Angeles,1214204400,Partly cloudy until evening.,partly-cloudy-day,1214225347,1214278580,0.66,0,0,0,63.05,1214258400,51.75,1214312400,63.05,1214258400,51.75,1214312400,46.61,0.7,1016.41,4.39,13.17,1214258400,254,0.37,8,1214247600,7.48,50.59,1214226000,63.05,1214226000,50.59,1214226000,63.05,1214258400,-7
2008-06-24,37.869,-122.2704,America/Los_Angeles,1214290800,Partly cloudy overnight.,partly-cloudy-night,1214311765,1214364986,0.69,0,0,0,72.83,1214341200,51.7,1214398800,72.83,1214341200,51.7,1214398800,47.68,0.64,1014.26,3.74,14.26,1214362800,246,0.05,10,1214337600,7.34,51.75,1214312400,72.83,1214312400,51.75,1214312400,72.83,1214341200,-7
2008-06-25,37.869,-122.2704,America/Los_Angeles,1214377200,Partly cloudy in the morning.,partly-cloudy-day,1214398184,1214451391,0.73,0,0,0,66.35,1214431200,51.59,1214485200,66.35,1214431200,51.59,1214485200,48.44,0.72,1014.33,4.6,16.57,1214449200,225,0.29,10,1214424000,6.97,51.7,1214398800,66.35,1214398800,51.7,1214398800,66.35,1214431200,-7
2008-06-26,37.869,-122.2704,America/Los_Angeles,1214463600,Partly cloudy in the morning.,partly-cloudy-day,1214484604,1214537794,0.76,0,0,0,73.19,1214521200,55.9,1214571600,73.19,1214521200,55.9,1214571600,49.4,0.67,1012.74,2.57,12.59,1214463600,240,0.14,10,1214510400,6.68,51.59,1214485200,73.19,1214485200,51.59,1214485200,73.19,1214521200,-7
2008-06-27,37.869,-122.2704,America/Los_Angeles,1214550000,Partly cloudy overnight.,partly-cloudy-night,1214571026,1214624195,0.8,0,0,0,72.21,1214604000,54.69,1214658000,72.21,1214604000,54.69,1214658000,51.22,0.69,1011.61,2.99,13.27,1214607600,267,0.03,11,1214596800,6.56,55.9,1214571600,72.21,1214571600,55.9,1214571600,72.21,1214604000,-7
2008-06-28,37.869,-122.2704,America/Los_Angeles,1214636400,Mostly cloudy in the morning.,partly-cloudy-day,1214657449,1214710595,0.84,0,0.0005,0,66.75,1214690400,53.62,1214744400,66.75,1214690400,53.62,1214744400,51.71,0.77,1015.55,4.42,13.67,1214694000,265,0.42,10,1214679600,7.87,54.69,1214658000,66.75,1214658000,54.69,1214658000,66.75,1214690400,-7
2008-06-29,37.869,-122.2704,America/Los_Angeles,1214722800,Mostly cloudy throughout the day.,partly-cloudy-day,1214743874,1214796993,0.88,0,0,0,70.37,1214776800,52.69,1214827200,70.37,1214776800,52.69,1214827200,50.36,0.73,1016.82,4.06,13.65,1214784000,260,0.53,10,1214769600,9.38,53.62,1214744400,70.37,1214744400,53.62,1214744400,70.37,1214776800,-7
2008-06-30,37.869,-122.2704,America/Los_Angeles,1214809200,Mostly cloudy throughout the day.,partly-cloudy-day,1214830300,1214883389,0.91,0,0,0,70.52,1214863200,54.15,1214920800,70.52,1214863200,54.15,1214920800,51.73,0.76,1017.07,3.99,15,1214877600,258,0.55,9,1214856000,10,52.69,1214827200,70.52,1214827200,52.69,1214827200,70.52,1214863200,-7
2008-07-01,37.869,-122.2704,America/Los_Angeles,1214895600,Mostly cloudy until afternoon.,partly-cloudy-day,1214916728,1214969783,0.95,0,0,0,69.88,1214956800,52.77,1215003600,69.88,1214956800,52.77,1215003600,51.72,0.75,1015.86,4,13.39,1214953200,262,0.61,10,1214946000,10,54.15,1214920800,69.88,1214920800,54.15,1214920800,69.88,1214956800,-7
2008-07-02,37.869,-122.2704,America/Los_Angeles,1214982000,Mostly cloudy in the morning.,partly-cloudy-day,1215003157,1215056175,0.99,0,0,0,71.68,1215039600,55.72,1215082800,71.68,1215039600,55.72,1215082800,50.35,0.7,1013.9,3.99,15.22,1215039600,261,0.32,10,1215028800,10,52.77,1215003600,71.68,1215003600,52.77,1215003600,71.68,1215039600,-7
2008-07-03,37.869,-122.2704,America/Los_Angeles,1215068400,Mostly cloudy overnight.,partly-cloudy-night,1215089587,1215142565,0.03,0,0,0,75.37,1215118800,55.76,1215176400,75.37,1215118800,55.76,1215176400,54.44,0.71,1013.78,4.08,16.75,1215129600,256,0.21,10,1215111600,10,55.72,1215082800,75.37,1215082800,55.72,1215082800,75.37,1215118800,-7
2008-07-04,37.869,-122.2704,America/Los_Angeles,1215154800,Mostly cloudy throughout the day.,partly-cloudy-day,1215176018,1215228954,0.06,0,0.0004,0,69.84,1215208800,55.81,1215262800,69.84,1215208800,55.81,1215262800,54.32,0.77,1015.33,4.46,14.76,1215205200,259,0.57,9,1215201600,9.82,55.76,1215176400,69.84,1215176400,55.76,1215176400,69.84,1215208800,-7
2008-07-05,37.869,-122.2704,America/Los_Angeles,1215241200,Mostly cloudy in the morning.,partly-cloudy-day,1215262451,1215315341,0.1,0,0,0,80.18,1215298800,56.79,1215349200,80.18,1215298800,56.79,1215349200,54.55,0.69,1013.45,2.9,14.12,1215306000,254,0.34,11,1215288000,10,55.81,1215262800,80.18,1215262800,55.81,1215262800,80.18,1215298800,-7
2008-07-06,37.869,-122.2704,America/Los_Angeles,1215327600,Partly cloudy in the morning.,partly-cloudy-day,1215348885,1215401726,0.14,0,0,0,83.65,1215388800,58.57,1215435600,83.65,1215388800,58.57,1215435600,54.97,0.67,1009.6,2.61,11.3,1215392400,260,0.28,11,1215374400,9.94,56.79,1215349200,83.65,1215349200,56.79,1215349200,83.65,1215388800,-7
2008-07-07,37.869,-122.2704,America/Los_Angeles,1215414000,Clear throughout the day.,clear-day,1215435320,1215488109,0.17,0,0,0,90.75,1215471600,62.97,1215518400,90.75,1215471600,62.97,1215518400,54.17,0.55,1007.1,1.71,9.45,1215475200,279,0.02,11,1215460800,8.13,58.57,1215435600,90.75,1215435600,58.57,1215435600,90.75,1215471600,-7
2008-07-08,37.869,-122.2704,America/Los_Angeles,1215500400,Clear throughout the day.,clear-day,1215521756,1215574491,0.2,0,0,0,97.46,1215550800,63.21,1215608400,97.46,1215550800,63.21,1215608400,53.36,0.47,1006.78,1.76,11.94,1215568800,295,0,11,1215547200,7.82,62.97,1215518400,97.46,1215518400,62.97,1215518400,97.46,1215550800,-7
2008-07-09,37.869,-122.2704,America/Los_Angeles,1215586800,Clear throughout the day.,clear-day,1215608193,1215660871,0.24,0,0,0,90.75,1215648000,63.55,1215694800,90.75,1215648000,63.55,1215694800,53.8,0.49,1007.52,2.84,11.68,1215658800,279,0.02,11,1215633600,8.54,63.21,1215608400,90.75,1215608400,63.21,1215608400,90.75,1215648000,-7
2008-07-10,37.869,-122.2704,America/Los_Angeles,1215673200,Clear throughout the day.,clear-day,1215694631,1215747248,0.27,0,0,0,81.48,1215723600,58.44,1215777600,81.48,1215723600,58.44,1215777600,54.13,0.57,1007.6,3.21,14.23,1215734400,265,0.02,11,1215720000,8.17,61.83,1215756000,81.48,1215756000,61.83,1215756000,81.48,1215723600,-7
2008-07-11,37.869,-122.2704,America/Los_Angeles,1215759600,Partly cloudy overnight.,partly-cloudy-night,1215781070,1215833625,0.3,0,0,0,73.14,1215810000,59.54,1215860400,73.14,1215810000,59.54,1215860400,55.26,0.73,1011.22,3.93,14.96,1215813600,256,0.07,11,1215806400,8.9,58.44,1215777600,73.14,1215777600,58.44,1215777600,73.14,1215810000,-7
2008-07-12,37.869,-122.2704,America/Los_Angeles,1215846000,Mostly cloudy until afternoon.,partly-cloudy-day,1215867510,1215919999,0.33,0,0,0,74.75,1215900000,58.84,1215954000,74.75,1215900000,58.84,1215954000,55.75,0.73,1015.84,4.03,12.34,1215903600,266,0.42,9,1215896400,9.8,59.54,1215860400,74.75,1215860400,59.54,1215860400,74.75,1215900000,-7
2008-07-13,37.869,-122.2704,America/Los_Angeles,1215932400,Partly cloudy in the morning.,partly-cloudy-day,1215953951,1216006371,0.36,0,0,0,76.89,1215986400,58.75,1216044000,76.89,1215986400,58.75,1216044000,55.78,0.71,1015.18,3.68,13.64,1215993600,260,0.22,10,1215979200,9.73,58.84,1215954000,76.89,1215954000,58.84,1215954000,76.89,1215986400,-7
2008-07-14,37.869,-122.2704,America/Los_Angeles,1216018800,Mostly cloudy in the morning.,partly-cloudy-day,1216040393,1216092742,0.39,0,0,0,70.73,1216072800,58.28,1216130400,70.73,1216072800,58.28,1216130400,54.72,0.74,1014.35,4.7,16.02,1216083600,258,0.36,10,1216065600,9.81,58.75,1216044000,70.73,1216044000,58.75,1216044000,70.73,1216072800,-7
2008-07-15,37.869,-122.2704,America/Los_Angeles,1216105200,Mostly cloudy until afternoon.,partly-cloudy-day,1216126836,1216179111,0.42,0,0,0,70.84,1216162800,56.76,1216216800,70.84,1216162800,56.76,1216216800,53.91,0.75,1016.59,5.13,16.04,1216173600,258,0.56,9,1216152000,9.61,58.2,1216188000,70.84,1216188000,58.2,1216188000,70.84,1216162800,-7
2008-07-16,37.869,-122.2704,America/Los_Angeles,1216191600,Mostly cloudy until afternoon.,partly-cloudy-day,1216213280,1216265479,0.45,0,0,0,73.02,1216252800,55.71,1216303200,73.02,1216252800,55.71,1216303200,53.17,0.73,1018.09,4.52,13.7,1216249200,260,0.55,10,1216242000,9.54,56.76,1216216800,73.02,1216216800,56.76,1216216800,73.02,1216252800,-7
